OTU_id	DC001	DC003	DC004	DC005	DC006	DC007	DC009	DC010	DC011	DC013	DC015	DC016	DC017	DC018	DC019	DC020	DC021	DC022	DC023	DC024	DC026	DC027	DC029	DC032	DC033	DC034	DC035	DC036	DC037	DC038	DC039	DC041	DC042	DC044	DC048	DC049	DC050	DC052	DC054	DC056	DC057	DC058	DC060	DC061	DC063	DC064	DC065	DC066	DC067	DC068	DC069	DC070	DC071	DC072	DC073	DC075	DC076	DC077	DC078	DC079	DC081	DC082	DC083	DC085	DC087	DC090	DC092	DC094	DC095	DC096	DC097	DC098	DC099	DC100	DC101	DC102	DC103	DC104	DC105	DC106	DC107	DC108	DC109	DC110	DC111	DC112	DC113	DC114	DC115	DC117	DC118	DC119	DC120	DC121	DC123	DC125	DC126	DC127	DC128	DC131	DC135	DC136	DC137	DC138	DC139	DC140	DC141	DC145	DC147	DC148	DC149	DC150	DC151	DC152	DC153	DC154	DC155	DC156	DC158	DC159	DC160	DC161	DC162	DC163	DC164	DC165	DC167	DC168	DC169	DC170	DC171	DC172	DC173	DC174	DC175	DC176	DC177	DC178	DC179	DC181	DC183	DC185	DC186	DC187	DC188	DC189	DC193	DC194	DC195	DC196	DC198	DC199	DC200	DC201	DC202	DC203	DC204	DC205	DC206	DC208	DC209	DC211	DC212	DC213	DC214	DC215	DC216	DC217	DC218	DC219	DC221	DC223	DC224	DC226	DC229	DC230	DC231	DC232	DC234	DC235	DC239	DC241	DC243	DC244	DC245	DC246	DC247	DC248	DC249	DC252	DC253	DC254	DC255	DC257	DC259	DC261	DC263	DC265	DC266	DC267	DC268	DC269	DC270	DC271	DC273	DC274	DC276	DC277	DC279	DC281	DC282	DC283	DC285	DC287	DC288	DC290	DC291	DC292	DC293	DC294	DC296	DC297	DC298	DC300	DC302	DC305	DC307	DC308	DC310	DC312	DC313	DC314	DC317	DC318
Clostridium_methylpentosum	0	0	2272.327762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411.32221	0	0	0	0	677.930132	0	0	0	0	2847.445121	0	0	0	0	0	0	3202.814851	0	0	343.42199	0	461.586635	0	0	0	0	1091.16232	2766.091091	2498.964961	301.599366	0	2525.550281	0	0	0	0	0	0	0	0	414.280713	0	0	0	0	0	0	0	0	0	2057.557766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.592906	0	0	64.992704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	830.411859	513.61274	0	4277.146807	0	0	0	0	0	0	0	477.299518	0	0	0	0	0	0	0	0	10241.067135	0	328.242998	0	0	0	0	0	0	0	0	2215.093204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.020499	0	0	3944.105665	0	4209.481856	0	0	0	0	0	0	0	0	0	0	0	0	0	1190.253964	0	0	0	0	0	1040.356509	0	0	0	0	5044.859689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_siraeum	0	0	0	20366.188431	1187235.305441	76.821958	7172.640773	0	0	39502.194943	0	0	0	815211.384308	0	303.518448	0	0	0	0	0	0	890.277387	0	0	50738.391486	0	0	6849.480015	74988.294918	0	296445.817404	189740.28339	0	274873.678436	171844.65416	130037.295737	0	490790.619706	827990.418854	0	212020.180146	83797.897521	0	753.036659	0	0	0	24599.619263	1280.151022	0	0	0	1401852.118768	6724.281587	56585.397941	2014.194187	0	1011844.566044	864.881368	425836.43652	0	3432.163666	65019.247565	8899.933923	5254.906891	46860.140124	0	114695.538048	4704386.473979	1102.603294	23455.63319	5584.095117	199959.173698	1536.971801	905.933624	11177.486711	928.84349	35106.928692	0	0	13544.88176	450055.92947	0	376049.196675	947.748919	849333.060268	0	4037.028059	1481657.812519	446332.819332	482546.343702	103602.614649	1481786.464067	0	0	68811.046187	879909.788306	0	0	56969.906409	1545.293531	0	0	1797763.615253	0	29994.744001	0	0	2058369.57731	0	0	173032.70787	2939.817566	419846.445122	354129.242606	1425192.301837	2744352.894792	0	0	0	173201.708031	704293.130475	41512.123404	685841.814988	1454046.765246	0	0	0	1469112.101042	0	1404670.557816	173.434546	0	333434.563735	11449.638447	0	45483.566394	4815.165828	0	1676.818382	1094854.754448	594.90721	0	1897.861204	14092.09869	1138343.417099	459123.534408	71382.267907	2421391.712194	96316.863686	0	0	68100.27637	0	110076.922967	628451.732677	604796.171503	38912.274405	35358.012385	1487.159139	1268.03985	882527.063661	0	1773760.748454	275.479558	105169.528979	321685.917222	4250344.546202	2126506.118052	3180.259996	22569.735083	1053.298965	3294.354326	1025278.852118	4948.512413	565.684645	0	837.078793	0	117014.891832	3029.216363	4843953.001265	3940811.408677	48162.569834	7233.479229	25076.117579	708835.62437	105.125262	0	509960.910714	2220883.39114	1958924.186439	0	0	915704.365123	0	230965.142253	3459.631512	2986.89004	4267856.073432	1532652.90272	115049.372986	488675.205019	0	280.510971	5458.127721	27053.187579	0	1030.536697	186215.47551	90221.029859	0	965331.207141	1640542.917537	73382.063455	759558.448167	364474.279714	459649.073931	1028383.679224	3127.65446	1621.451766	0	250685.979128	0	28348.623514	407085.863314	2163101.410655	177559.585254	13522.881269	96423.390301	214628.663326	21121.238968	0
Ruminococcaceae_bacterium_D16	1112.85546	0	363.234549	723.052007	0	0	8121.487871	0	24667.878284	0	21414.291302	0	0	0	0	12037.457337	0	0	0	5550.772453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51039.076705	0	0	0	0	12526.021046	0	3216.499274	0	0	11958.789286	0	0	0	0	0	0	0	0	0	0	296.945965	0	0	1478.400872	3048.737754	0	2537.417774	0	0	0	0	0	0	0	6655.468951	0	0	3244.271219	0	5213.584631	0	823.476811	21048.53807	0	0	0	0	0	0	0	0	0	0	0	0	2605.498641	164.232179	0	7550.855948	0	0	4087.134731	0	0	0	0	0	0	0	0	0	19039.814587	0	620.791934	3333.269819	10623.400849	0	0	0	1410.857797	0	0	0	0	0	0	0	0	0	0	0	1447.316778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13118.623508	7185.359572	0	8128.550214	2273.833622	0	0	151.61356	0	0	0	0	0	0	0	95.859513	28719.084841	0	10826.658955	0	7356.544416	0	0	0	0	0	0	0	22057.522496	0	0	0	1158.890753	0	0	0	13219.642771	684.429564	0	0	154.874272	0	37550.388522	0	0	0	0	7594.537662	40.095119	0	0	0	0	0	12768.937021	1654.453975	613.219512	0	0	7632.253512	98419.654162	0	0	0	0	20265.552278	0	0	0	0	3361.336702	4167.546727	32711.201599	0	8523.643311	0	0	0	0	76481.52136	0	0	0	49199.391626	0	937.284306	0	679.856114	3180.265281	0	0
Ruminococcaceae_bacterium_D5	0	0	0	13756.768697	0	0	291.776226	0	0	0	0	847.61125	0	0	0	0	0	0	0	0	0	0	0	0	8400.2585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2947.211995	0	8526.206296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67384.913077	0	0	645.205485	0	0	0	0	9198.112253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4968.828468	0	1170.601864	0	0	6441.84969	0	0	0	0	0	0	0	0	0	0	0	1216.004486	0	0	0	0	0	0	0	0	207.658594	0	0	0	0	0	0	0	0	0	0	0	1029.250186	0	0	0	0	18964.565348	9804.065108	0	0	0	0	0	56116.274276	0	0	0	2424.898197	671.331156	20731.0446	0	0	109092.170234	0	0	0	0	0	0	0	0	0	0	0	3623.922283	0	0	0	0	48830.703349	0	0	0	0	941.922942	0	7422.343276	0	22104.883205	0	0	0	0	0	8740.871633	0	152217.111191	31506.81085	0	30435.011198	0	0	0	0	2082.992744	826.512848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32033.419629	0	27470.74238	0	0	0	0	0	23194.384562	0	0	0	0	0	0	0	0	0	0	0	40950.245545	86264.274566	0	0	0
Ruminococcus_bicirculans	0	0	0	0	0	0	0	0	0	822340.041753	0	0	0	0	0	0	13153.713846	412312.403538	0	0	0	0	171251.824034	0	0	0	0	313143.499084	239693.596254	0	527892.114035	403008.721717	0	0	0	394937.3106	0	0	0	278128.884475	435327.384879	130214.174077	714017.460053	0	138037.291001	0	142352.08743	501788.609401	0	0	0	126286.986349	0	0	186721.57739	0	0	188289.424783	0	1388811.404881	0	0	443920.680678	185272.301795	0	84.638878	0	0	230940.30612	0	0	564141.945991	0	366694.235787	8901.21518	0	998147.314328	0	0	0	0	134570.61557	748800.13282	0	0	0	17758.730487	0	305466.663425	0	0	0	0	0	0	0	0	0	0	1403064.076981	0	0	0	302107.416816	80799.152217	0	0	0	448096.669416	244277.618961	0	448634.624724	0	154169.744039	452757.213195	0	0	0	148634.400701	0	0	6938.975111	0	436009.129276	0	0	0	235802.160542	265407.640942	0	0	887150.968369	45489.403753	3055046.514509	0	0	312743.668734	220661.545034	0	2465122.58795	0	0	0	1091957.857584	140.955209	159701.361952	0	605.478128	47020.667818	742148.620072	0	0	954224.883816	513.497428	0	0	0	0	0	0	95942.815577	407494.709278	0	0	13525.256867	0	0	0	0	0	3232497.110347	1042.087677	855752.903304	0	0	0	0	495.464236	134257.253456	2005641.010162	93120.026724	1033873.539089	0	70020.943627	1417.565064	331710.226807	109948.463394	0	0	775703.658837	0	1440252.534692	0	0	30499.84055	0	2762464.476424	0	1196149.192875	2031228.311549	751.727427	0	0	0	987765.258011	0	0	0	917004.430835	3747877.553341	685785.646941	1622.489579	0	1080795.45065	0	0	126578.547099	0	0	50314.248215	0	0	430896.612213	501.537171	291253.246906	1742009.285765	0	0	0	709187.020518	557124.874204	0	0	0
Ruminococcus_bromii	0	0	0	0	373737.312983	0	0	0	0	0	667060.688676	0	0	0	420627.703642	0	81058.265324	618327.539351	0	0	0	0	456359.601832	0	1027898.100844	0	1981.48635	0	362080.068777	0	713263.744512	34364.543056	942155.454366	0	0	0	0	0	195761.825246	976410.88993	0	1313200.830689	454555.01979	0	323843.572742	0	1093350.337661	0	0	0	680625.013972	0	0	483167.211245	57836.986435	2213827.504359	0	226722.618314	948770.867302	0	1553392.17759	369568.060606	414728.810528	0	0	402717.618688	0	0	419345.933005	795087.156291	0	406032.941605	3310.970874	541414.534774	1523.750538	945262.647618	1142558.505045	390736.118645	168.49015	1080.158797	760166.584607	741612.340934	1081463.825185	0	0	0	730607.215621	0	700.630119	258933.847954	567143.678731	1043112.633051	0	0	0	0	743999.240969	601290.778895	0	1666661.802496	1218243.189992	0	0	378.675629	637698.186837	0	0	905614.093237	970.048886	630323.570605	0	1127.32294	0	306.312117	335723.38845	455.295023	355741.466104	308426.898478	0	1323980.216532	0	942983.942924	1245409.22115	574.841718	340974.1001	0	0	0	374655.656204	868166.97872	0	0	60.564445	0	1236071.225466	0	0	867.292821	973.500917	0	810.931352	1488694.443171	267.47766	1343.713333	1063.876219	1042276.20375	295034.373214	0	1156.53073	197935.829326	1972328.377301	0	359.398141	404846.321608	1617.711563	623472.529591	697162.109515	0	537.259131	1183028.272274	0	2020.663965	0	1719.684346	416.057952	0	1057.548947	582097.927979	0	472554.287475	718259.733962	1089.187685	1594.268222	706280.343469	1003.684592	342.288408	0	0	706.58362	207.117863	0	1130.139243	0	673126.749967	1988085.81054	2227.971015	224099.902776	1097816.459494	71.213887	664059.259294	3666266.471334	3661813.322309	0	0	0	2432658.083227	772451.830656	0	0	0	0	584.913809	0	0	0	0	586.090347	158119.701555	246691.174333	1301.730564	843694.733683	1019838.049261	148.864021	214473.766188	0	1460.346551	1552218.611675	1160774.085054	0	750854.403818	341533.462257	143193.7062	5374.641218	637.247228	856.512317	2280.260952	854310.373321	249.117044	1350.135726	3339480.221204	2616165.931617	131.857001	2396797.912204	0
Ruminococcus_callidus	0	0	0	0	0	0	0	0	0	64032.168171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62386.302035	0	0	0	0	0	874.24192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6585.480285	0	0	0	0	0	6664.603044	0	0	0	17353.693745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10812.615188	0	0	0	0	0	0	0	0	0	1836.221186	0	0	0	0	0	0	0	0	13047.681605	0	0	0	0	0	0	0	0	0	0	36601.154078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8532.231252	36762.668085	0	0	6542.7227	0	0	0	2765.784601	0	0	0	0	20015.053625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6636.056314	0	0	0	0	0	0	0	0	0	0	0	28075.024098	0	0	0	0	0	0	11069.418758	0	0	0	0	0	0	0	0	0	0	0	24966.969216	0	0	0	0	0	0	2139.638959	0	0	0	0	12987.902149	0	0	0	0	77296.489352	0	0	0	0	0	0
Ruminococcus_lactaris	0	0	0	0	0	0	0	0	0	13826.827554	0	0	0	345782.641145	432771.264044	0	112184.288089	111463.227257	0	0	0	0	254545.379956	0	0	0	34651.566078	0	0	73530.296007	0	25520.387315	0	546910.06688	0	115800.1354	0	0	0	254170.759843	0	0	139505.278813	0	1241.407714	0	0	0	1421.586038	0	0	0	0	0	0	0	0	0	118390.057522	91238.179064	0	0	0	183741.171347	0	0	0	0	7882.692427	0	0	0	0	195949.424291	0	0	81493.06439	59992.269277	0	116655.613577	0	421601.850586	264059.84136	0	236912.043442	0	3217.9386	0	0	109581.017473	95558.224477	0	0	40760.167319	424370.680968	0	259601.330654	167305.787806	0	455660.676667	0	0	0	6010.031508	36662.071284	0	0	11635.557374	0	65465.997265	0	0	0	0	34264.82167	0	11116.950575	203759.081232	13799.251395	0	0	52555.26678	0	0	6488.651849	0	0	0	0	159439.369253	0	323492.490308	666839.31141	55230.113299	131713.100338	0	0	278266.982525	603298.407241	0	0	0	209817.777849	488225.797937	0	85309.848413	330699.047065	450719.23474	269017.485912	0	0	786953.371957	0	0	0	78820.738542	620.828057	0	0	0	0	23861.405778	0	0	0	0	2482.941006	63959.67045	70878.572442	0	102303.426082	0	0	390905.693307	0	0	0	65031.529748	386396.207549	0	190686.965313	0	0	0	22437.158867	0	119502.785272	554914.201605	0	18123.773461	30521.572674	47103.323277	0	0	0	23197.773077	52102.304853	277740.797782	10655.805264	0	243217.43656	0	146954.018986	0	0	0	0	0	0	0	0	1150.559126	0	0	22973.28491	0	138786.438986	12715.639918	0	163599.26196	0	0	0	1278707.369032	0	0	0	0	0	94574.673412	0	0	0	0
Ruminococcus_obeum_CAG_39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	857.844736	0	55.340206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.174029	0	0	0	0	0	0	0	0	1652.413312	1630.617831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175273.790911	0	0	0
Ruminococcus_sp_CAG_330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422243.112222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1004423.983816	0	0	0	0	0	0	0	415915.059996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89662.668581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus_sp_CAG_403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83025.68292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272156.747368	0	0	0	0	0	0	0	0	0	0	0	0	0	76591.961816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128883.997345	730988.063335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus_sp_CAG_488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.657515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5126.299454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus_sp_CAG_563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20859.85289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus_sp_CAG_624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344273.775749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruthenibacterium_lactatiformans	372368.45915	3447.304676	182726.286447	57601.354567	10316.425387	12323.922608	27938.148021	15102.682144	32734.233767	573458.469933	8989.622623	72203.043187	19972.09147	48229.277233	49096.318135	16312.008813	9296.709786	4850.556662	15835.17717	237596.743168	85483.14099	181294.400925	45671.514392	38025.81468	181075.000213	109955.642107	0	42929.518771	17750.432007	91564.672447	11566.205068	4599.90942	63042.628649	19443.127666	101313.481542	70587.65124	73413.290484	43515.762069	29046.73953	54260.674483	17665.852984	55159.602906	77005.005958	53045.390628	109612.520209	329449.995314	59901.964858	65581.399879	27610.09944	49520.24528	22325.085897	72082.970259	247095.603574	18391.101524	13447.396778	143521.799252	73888.027699	47586.413421	100127.542135	12942.287704	160461.051465	16300.021241	6119.008231	136349.23549	7680.391382	121710.706564	21352.2109	0	22655.519741	55747.942798	38619.692474	21418.560711	14584.546562	4417.576731	30062.948063	26563.268058	14775.872775	56801.14088	88731.727258	17534.526588	24957.184583	42145.78571	77075.84098	107198.075761	77569.199073	715665.97505	214.52924	0	10949.194689	8376.574931	6805.90054	54958.20548	14101.288822	90128.049759	0	149700.651251	47551.89984	966.480382	967.11961	220544.022151	14324.169009	65695.272285	71485.683827	7057.486808	84.795803	18305.872541	39359.204201	14716.4563	78227.654314	18204.534299	24354.562864	1589.558599	1942.21665	2980.053479	23703.20361	31109.676912	9170.484327	2293.4446	76099.558821	0	18844.395609	9559.112055	9771.074955	2129.527273	164405.66014	22626.258857	83340.546339	25227.73004	213044.857501	50248.142194	0	27483.701476	45032.417489	16692.295603	108376.175872	1635624.974638	363926.835351	28534.692393	163314.374333	141792.426282	49868.927192	32997.023896	52386.422126	14379.391574	37680.347781	69294.192935	36505.899624	73825.55327	47621.269613	12100.851088	373518.646564	110204.565541	644.634761	96438.529008	14569.208375	175812.354041	12474.474201	17083.41545	137785.788837	19596.282682	72324.827059	4966.733456	1204.309866	80911.464192	168195.362577	160919.018694	41757.267118	3480.616256	5193.730707	7418.975623	10412.372185	169362.797516	23703.999973	103107.976942	42482.933104	7031.581867	8588.906563	43849.817402	15264.752444	45767.52447	8888.182827	44879.823703	151595.267848	27915.452888	94992.101943	56474.939358	13323.404956	70588.482201	83974.737912	19982.854099	451485.702561	139104.738309	226988.213917	503582.47096	25022.72987	67468.129598	49469.197196	111387.369971	17743.317844	4348.748373	27473.702126	17531.166658	32449.596559	511443.542165	257735.430521	72556.557255	140625.536643	33520.049274	58980.905866	117882.550325	13703.858874	229374.662557	1509670.634211	50055.052196	20280.833408	428073.727075	22743.1471	977099.297342	60081.530929	4371.901948	479224.980608	312742.629146	157967.837165	176316.867399	38328.228691	15061.953568	56751.091835	32025.128356	85797.220068	153293.38022	192440.1578	57834.992113	24777.254044	2576.926905
Absiella_dolichum	0	15217.649737	0	0	0	39254.820399	0	0	6714.595306	0	0	0	0	0	1351.966963	457.385439	0	0	5429.673418	0	0	0	29993.530502	0	0	0	0	0	0	1593.432296	0	0	0	0	0	0	1089.235152	0	0	0	0	0	0	0	0	8998.209575	0	0	1196.732474	190.969031	0	4707.729919	23201.828762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626.891592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2392.515511	0	0	0	6634.011361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1142.123626	87745.417351	4467.200049	0	0	0	0	0	5683.441799	0	0	0	0	214.830592	0	0	48011.588355	0	0	0	0	0	0	32602.497439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.859513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4801.812598	1578.673314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20901.91956	0	0	0	26675.283984	0	0	0	0	0	1331.192252	0	41573.778421	0	809.030409	0	0	0	0	0	0	0	0	0	0	697.463875	0	0	0	0	16001.985958	0	0	0	10050.740375	0	0	0	4206.866216	0	18644.824079
Candidatus_Stoquefichus_sp_KLE1796	0	0	0	0	0	1304.77295	0	20949.632268	16575.930095	0	0	420.841949	712.116965	34204.498048	0	685.024275	688.940725	0	0	0	7971.421304	0	0	1749.974964	0	0	2329.468713	0	0	1717.161562	0	0	0	0	0	0	0	88.871316	0	0	0	0	0	0	0	0	0	0	0	0	0	35806.453845	0	0	0	0	0	0	0	0	0	0	3763.553482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158.2346	0	0	6849.280093	5456.972772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20598.26807	0	0	0	0	0	21771.989712	0	7630.783352	0	0	0	0	0	0	0	0	0	3079.116049	0	0	0	0	0	0	0	0	0	0	0	0	0	2530.858365	0	0	895.106877	23580.355555	0	1215.726837	929.328988	0	0	44328.735129	0	0	0	0	0	0	0	0	191.788196	0	0	0	0	0	16574.426006	4044.529604	0	0	0	0	28204.654565	0	0	0	0	0	7038.507446	0	0	0	0	75993.902535	313.054517	0	0	0	0	0	0	0	0	0	3405.868985	0	0	0	0	56262.552267	29208.373682	0	1124.579514	0	0	0	0	0	3230.56562	0	0	0	0	0	0	0	0	0	0	0	17750.837365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55973.29684	0	0
Catenibacterium_mitsuokai	0	0	0	5284.047967	0	0	0	0	0	0	0	0	0	0	0	55803.131325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1119.402808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39233.217067	0	0	0	0	0	0	0	48182.412291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8010.265279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26410.804992	0	2389.739471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23925.116893	0	88098.182453	0	0	0	259950.900082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12159.535678	0	0	0	0	0	0	0	0	0	68783.008658	0	0	0	0	0	0	39625.753134	0	0	0	27045.136478	0	0	0	0	0	0	2506.439092	0	0	0	9270.569611	0	0	0
